                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.8605,                 3.0151,                 1.7479,                0.58315,                0.16494,                0.18693,                0.12246,                 2.0139,                 2.7903,                 1.7916,             0.00011405,             0.00011405,             0.00011405
                     24,                 1.8886,                 3.0259,                 1.7315,                0.54034,                0.19342,                 0.2142,                 0.1339,                 1.9468,                 2.7028,                 1.7508,             0.00011382,             0.00011382,             0.00011382
                     25,                 1.8395,                 2.9645,                 1.7277,                0.50006,                0.20147,                0.20949,                0.14561,                 1.9527,                 2.6438,                 1.7507,             0.00011358,             0.00011358,             0.00011358
                     26,                 1.9074,                 2.9266,                 1.7317,                0.56902,                 0.2329,                0.25544,                0.16135,                 1.9541,                 2.6332,                 1.7388,             0.00011335,             0.00011335,             0.00011335
                     27,                 1.8758,                 2.9227,                 1.7385,                0.67433,                0.18106,                0.22685,                  0.157,                 1.9573,                 2.6304,                 1.7505,             0.00011311,             0.00011311,             0.00011311
                     28,                 1.8711,                 2.9301,                 1.7312,                0.53294,                0.23839,                0.25349,                0.16387,                 1.9255,                 2.4887,                   1.73,             0.00011287,             0.00011287,             0.00011287
                     29,                 1.9263,                 2.9215,                 1.7141,                0.58123,                 0.2377,                0.25438,                0.17038,                 1.9322,                 2.5085,                 1.7224,             0.00011264,             0.00011264,             0.00011264
                     30,                 1.8547,                 2.8511,                 1.7065,                0.66867,                0.24166,                0.27026,                0.17191,                 1.9652,                 2.4556,                 1.7496,              0.0001124,              0.0001124,              0.0001124
                     31,                 1.8642,                 2.8215,                 1.7526,                0.46893,                 0.2406,                 0.2623,                0.18071,                 1.8815,                 2.4488,                  1.711,             0.00011217,             0.00011217,             0.00011217
                     32,                 1.7842,                 2.7367,                 1.6429,                0.53926,                0.25487,                0.28226,                0.19447,                 1.8676,                 2.4162,                 1.7111,             0.00011193,             0.00011193,             0.00011193
                     33,                 1.8458,                 2.7412,                 1.7146,                0.61793,                0.22302,                0.27308,                 0.1881,                 1.8744,                  2.373,                 1.7201,              0.0001117,              0.0001117,              0.0001117
                     34,                   1.82,                 2.6915,                 1.6921,                0.54014,                0.25857,                0.28934,                0.19488,                 1.8303,                 2.3331,                 1.6866,             0.00011146,             0.00011146,             0.00011146
                     35,                 1.7371,                 2.7218,                 1.6823,                0.54977,                0.29503,                0.31519,                0.22283,                 1.8221,                 2.2456,                 1.6813,             0.00011122,             0.00011122,             0.00011122
                     36,                 1.8002,                 2.7193,                 1.7059,                0.62732,                0.25849,                0.29309,                0.20519,                 1.7912,                 2.2749,                 1.6635,             0.00011099,             0.00011099,             0.00011099
                     37,                 1.7299,                 2.6237,                 1.6659,                0.51455,                0.30103,                0.30999,                0.20739,                 1.8235,                  2.226,                 1.6783,             0.00011075,             0.00011075,             0.00011075
                     38,                 1.7702,                 2.6297,                 1.6894,                0.67142,                0.27957,                0.31611,                0.21688,                 1.8256,                 2.2016,                  1.674,             0.00011052,             0.00011052,             0.00011052
                     39,                 1.8309,                 2.6293,                 1.6905,                0.65898,                 0.2767,                0.33047,                0.23717,                 1.8128,                 2.1791,                 1.6534,             0.00011028,             0.00011028,             0.00011028
                     40,                 1.7733,                 2.6453,                 1.6723,                0.62138,                0.27925,                0.33467,                0.22183,                 1.8224,                 2.2126,                 1.6585,             0.00011005,             0.00011005,             0.00011005
                     41,                 1.7228,                 2.5103,                 1.6249,                0.54095,                0.29923,                0.32082,                0.23022,                 1.8025,                 2.1862,                 1.6337,             0.00010981,             0.00010981,             0.00010981
                     42,                 1.7109,                 2.4399,                 1.6181,                0.58922,                 0.3131,                0.31481,                0.22056,                 1.8247,                 2.2383,                 1.6436,             0.00010958,             0.00010958,             0.00010958
                     43,                 1.7895,                 2.6258,                 1.6392,                0.70052,                0.27554,                0.34436,                0.23011,                 1.8116,                 2.2671,                  1.638,             0.00010934,             0.00010934,             0.00010934
                     44,                 1.7903,                 2.5243,                 1.6859,                0.69938,                0.26673,                 0.3455,                0.22816,                 1.8486,                 2.2295,                 1.6518,              0.0001091,              0.0001091,              0.0001091
                     45,                 1.8076,                 2.4667,                 1.6368,                0.62884,                0.31342,                0.34964,                0.24204,                 1.8551,                 2.1863,                 1.6509,             0.00010887,             0.00010887,             0.00010887
                     46,                 1.7342,                 2.4766,                 1.6393,                0.64431,                0.29799,                0.34208,                 0.2349,                 1.8354,                 2.1398,                 1.6451,             0.00010863,             0.00010863,             0.00010863
                     47,                 1.7086,                 2.4887,                 1.6115,                 0.6222,                0.30855,                0.33694,                0.23514,                  1.818,                 2.1211,                 1.6434,              0.0001084,              0.0001084,              0.0001084
                     48,                 1.7343,                 2.4695,                 1.6085,                0.63724,                0.30041,                0.35534,                0.23104,                 1.7861,                 2.0662,                 1.6323,             0.00010816,             0.00010816,             0.00010816
                     49,                 1.7252,                 2.4144,                 1.6206,                0.56198,                 0.3432,                0.37816,                 0.2573,                 1.7232,                 2.0523,                 1.5923,             0.00010793,             0.00010793,             0.00010793
                     50,                 1.6998,                 2.3853,                 1.6037,                0.63577,                0.31703,                0.37867,                 0.2494,                 1.7582,                 2.0173,                 1.6091,             0.00010769,             0.00010769,             0.00010769
                     51,                 1.7612,                 2.4369,                 1.6315,                0.65156,                0.33562,                0.39763,                0.26272,                 1.7568,                  1.995,                 1.6179,             0.00010745,             0.00010745,             0.00010745
                     52,                 1.7341,                 2.4116,                 1.6472,                0.58076,                0.35863,                0.38136,                0.26786,                 1.6991,                 1.9542,                 1.5781,             0.00010722,             0.00010722,             0.00010722
                     53,                 1.7599,                 2.3371,                 1.6317,                0.68983,                0.33269,                0.41644,                0.28046,                 1.7077,                 1.9399,                 1.5818,             0.00010698,             0.00010698,             0.00010698
                     54,                 1.7395,                 2.4008,                  1.614,                0.65997,                0.35421,                0.41852,                0.28445,                 1.7075,                 1.9098,                 1.5867,             0.00010675,             0.00010675,             0.00010675
                     55,                 1.6759,                 2.2685,                 1.5737,                0.80569,                  0.305,                0.41577,                0.27731,                 1.7037,                 1.9262,                 1.5862,             0.00010651,             0.00010651,             0.00010651
                     56,                 1.6594,                 2.2957,                 1.5463,                0.71367,                0.32269,                0.41272,                0.29141,                 1.6736,                 1.8743,                 1.5574,             0.00010628,             0.00010628,             0.00010628
                     57,                 1.7139,                 2.3763,                 1.6571,                0.62049,                0.37574,                0.43965,                0.30092,                 1.6731,                 1.8456,                 1.5587,             0.00010604,             0.00010604,             0.00010604
                     58,                 1.6823,                 2.2564,                 1.5567,                0.63348,                0.37847,                0.43354,                 0.3022,                 1.6537,                 1.8388,                 1.5487,             0.00010581,             0.00010581,             0.00010581
                     59,                  1.686,                  2.221,                 1.5718,                0.63721,                0.38443,                0.43936,                0.30787,                  1.626,                 1.7983,                 1.5305,             0.00010557,             0.00010557,             0.00010557
                     60,                 1.7014,                 2.4037,                 1.6054,                0.66775,                0.38417,                0.45312,                0.31012,                  1.625,                 1.7738,                 1.5324,             0.00010533,             0.00010533,             0.00010533
                     61,                 1.6017,                 2.2323,                 1.5706,                0.63348,                0.36795,                0.42306,                0.30435,                 1.6531,                 1.7824,                 1.5377,              0.0001051,              0.0001051,              0.0001051
                     62,                 1.7027,                 2.2496,                 1.5754,                0.64293,                0.39228,                0.45267,                  0.314,                 1.6414,                 1.7741,                 1.5406,             0.00010486,             0.00010486,             0.00010486
                     63,                  1.589,                  2.159,                 1.5266,                0.63172,                0.38874,                0.42289,                0.30133,                  1.631,                  1.769,                 1.5262,             0.00010463,             0.00010463,             0.00010463
                     64,                  1.716,                 2.2643,                 1.6001,                0.67964,                0.37789,                 0.4472,                0.30655,                 1.6104,                 1.7489,                 1.5262,             0.00010439,             0.00010439,             0.00010439
                     65,                 1.6849,                 2.2342,                 1.5511,                0.66101,                 0.3968,                0.44034,                0.30076,                 1.6401,                 1.7921,                 1.5156,             0.00010416,             0.00010416,             0.00010416
                     66,                 1.6555,                 2.1935,                 1.5486,                0.76835,                0.33988,                 0.4498,                0.31833,                 1.6007,                  1.733,                  1.501,             0.00010392,             0.00010392,             0.00010392
                     67,                 1.6788,                 2.2148,                  1.576,                0.74314,                0.35691,                0.45499,                0.32506,                 1.6219,                 1.7371,                  1.513,             0.00010368,             0.00010368,             0.00010368
                     68,                 1.5975,                 2.1029,                 1.5396,                 0.6466,                0.37888,                0.44548,                0.30625,                  1.613,                 1.7589,                 1.5094,             0.00010345,             0.00010345,             0.00010345
                     69,                  1.676,                 2.1896,                 1.5547,                0.74827,                0.37033,                0.45414,                 0.3214,                 1.6062,                 1.6971,                 1.5042,             0.00010321,             0.00010321,             0.00010321
                     70,                 1.5998,                 2.1314,                 1.5318,                0.71542,                0.38457,                0.46097,                0.31287,                 1.5955,                 1.7355,                 1.4933,             0.00010298,             0.00010298,             0.00010298
                     71,                 1.6747,                 2.1613,                 1.5632,                0.72587,                 0.3857,                0.47264,                0.32805,                 1.5844,                 1.7268,                 1.4947,             0.00010274,             0.00010274,             0.00010274
                     72,                  1.625,                 2.1028,                 1.5135,                 0.7219,                0.37207,                0.45686,                0.32527,                 1.5909,                 1.7148,                 1.5016,             0.00010251,             0.00010251,             0.00010251
                     73,                 1.5787,                 2.0998,                 1.5242,                0.68005,                 0.4113,                0.47138,                0.33507,                 1.5564,                 1.6647,                  1.464,             0.00010227,             0.00010227,             0.00010227
                     74,                 1.5683,                 2.0352,                 1.5261,                0.68838,                0.37294,                0.46644,                 0.3347,                 1.5637,                 1.6492,                 1.4745,             0.00010204,             0.00010204,             0.00010204
                     75,                 1.6276,                 2.1033,                  1.524,                0.74039,                 0.3846,                0.46156,                   0.33,                 1.5718,                 1.6596,                 1.4767,              0.0001018,              0.0001018,              0.0001018
                     76,                 1.6104,                 2.0825,                 1.5391,                0.71038,                0.38759,                0.48253,                0.34438,                 1.5447,                 1.6298,                 1.4646,             0.00010156,             0.00010156,             0.00010156
                     77,                 1.6317,                 2.0593,                 1.5312,                0.69603,                0.39524,                0.50082,                0.35087,                 1.5278,                 1.6249,                 1.4596,             0.00010133,             0.00010133,             0.00010133
                     78,                 1.6214,                 2.0237,                 1.4851,                0.79964,                0.37828,                0.48098,                0.34593,                 1.5607,                 1.6462,                  1.473,             0.00010109,             0.00010109,             0.00010109
                     79,                 1.5721,                 2.0982,                 1.4968,                0.76574,                0.42293,                0.50846,                0.35077,                 1.5489,                 1.5957,                 1.4753,             0.00010086,             0.00010086,             0.00010086
                     80,                 1.5886,                 1.9944,                 1.5153,                0.82889,                0.37626,                0.50069,                0.35125,                 1.5267,                 1.5902,                  1.461,             0.00010062,             0.00010062,             0.00010062
                     81,                 1.5625,                 1.9758,                 1.4878,                0.76675,                0.42179,                 0.5102,                0.36868,                 1.5208,                 1.5897,                 1.4551,             0.00010039,             0.00010039,             0.00010039
                     82,                  1.633,                 2.0343,                 1.5203,                0.64013,                0.44436,                0.50386,                 0.3633,                 1.5262,                 1.5814,                 1.4565,             0.00010015,             0.00010015,             0.00010015
                     83,                 1.6091,                 2.0236,                 1.5058,                0.76659,                0.43344,                0.50964,                 0.3651,                 1.5236,                 1.5738,                 1.4638,             9.9915e-05,             9.9915e-05,             9.9915e-05
                     84,                 1.6046,                 1.9015,                 1.5141,                0.65718,                0.46037,                 0.5193,                0.36891,                 1.5203,                 1.5973,                  1.458,             9.9679e-05,             9.9679e-05,             9.9679e-05
                     85,                 1.5628,                 1.9905,                 1.4865,                0.61777,                0.47481,                0.50384,                0.35805,                 1.5278,                 1.6424,                 1.4622,             9.9444e-05,             9.9444e-05,             9.9444e-05
                     86,                 1.5874,                  1.998,                 1.5138,                0.65694,                0.46331,                0.51984,                0.36418,                 1.5049,                 1.6152,                 1.4456,             9.9208e-05,             9.9208e-05,             9.9208e-05
                     87,                 1.5227,                 1.9188,                 1.4717,                0.78762,                0.41713,                0.52315,                0.37839,                 1.5136,                 1.5769,                 1.4491,             9.8972e-05,             9.8972e-05,             9.8972e-05
                     88,                 1.5789,                  1.958,                 1.5088,                0.72421,                0.44967,                0.52045,                0.36457,                 1.5263,                  1.536,                 1.4557,             9.8737e-05,             9.8737e-05,             9.8737e-05
                     89,                 1.5658,                 1.9275,                 1.4804,                0.76128,                0.43629,                0.52831,                0.37117,                  1.483,                 1.5026,                 1.4325,             9.8501e-05,             9.8501e-05,             9.8501e-05
                     90,                 1.6536,                 2.0299,                 1.5193,                0.74095,                0.44141,                0.53434,                0.37934,                 1.5412,                 1.5424,                 1.4564,             9.8265e-05,             9.8265e-05,             9.8265e-05
                     91,                  1.553,                 1.9142,                 1.4742,                0.67547,                0.47842,                0.51387,                0.36316,                 1.5212,                 1.5042,                 1.4387,              9.803e-05,              9.803e-05,              9.803e-05
                     92,                 1.5394,                 1.8978,                 1.4882,                0.75484,                0.44522,                0.52545,                0.37578,                 1.5185,                 1.4904,                 1.4352,             9.7794e-05,             9.7794e-05,             9.7794e-05
                     93,                 1.5524,                 1.8903,                 1.5099,                0.81319,                 0.4494,                0.53146,                0.37657,                 1.4993,                 1.4829,                 1.4386,             9.7559e-05,             9.7559e-05,             9.7559e-05
                     94,                 1.5674,                 1.9577,                 1.4787,                0.69471,                0.50532,                0.55124,                0.38805,                  1.472,                 1.4545,                 1.4227,             9.7323e-05,             9.7323e-05,             9.7323e-05
                     95,                 1.4581,                  1.874,                 1.4576,                0.81849,                0.43424,                0.52842,                0.37197,                 1.5128,                 1.4802,                 1.4373,             9.7087e-05,             9.7087e-05,             9.7087e-05
                     96,                  1.566,                 1.9102,                  1.505,                0.68211,                0.49206,                0.53672,                0.38359,                 1.5015,                  1.437,                  1.434,             9.6852e-05,             9.6852e-05,             9.6852e-05
                     97,                   1.53,                 1.8916,                 1.4622,                0.77269,                0.47806,                0.55678,                0.38958,                 1.4645,                 1.4712,                  1.411,             9.6616e-05,             9.6616e-05,             9.6616e-05
                     98,                 1.5601,                 1.9184,                  1.484,                 0.7836,                  0.441,                0.54363,                0.38543,                  1.516,                 1.4707,                 1.4357,              9.638e-05,              9.638e-05,              9.638e-05
                     99,                 1.5151,                 1.7986,                 1.4697,                0.75296,                0.46745,                0.53101,                0.36824,                 1.5178,                 1.4408,                  1.429,             9.6145e-05,             9.6145e-05,             9.6145e-05
                    100,                 1.5917,                 1.9047,                   1.51,                0.66006,                0.49216,                0.54757,                0.38202,                 1.4959,                 1.4496,                 1.4247,             9.5909e-05,             9.5909e-05,             9.5909e-05
                    101,                 1.5554,                 1.8683,                 1.4792,                0.79456,                0.43634,                0.55391,                0.38717,                 1.5143,                  1.476,                 1.4312,             9.5674e-05,             9.5674e-05,             9.5674e-05
                    102,                 1.5182,                 1.8254,                  1.442,                0.74084,                0.47798,                  0.555,                0.38844,                 1.4843,                 1.4505,                 1.4129,             9.5438e-05,             9.5438e-05,             9.5438e-05
                    103,                 1.5163,                 1.8502,                 1.4613,                0.74013,                0.46679,                0.55655,                0.39436,                  1.488,                 1.4338,                 1.4179,             9.5202e-05,             9.5202e-05,             9.5202e-05
                    104,                 1.4849,                 1.8287,                 1.4565,                0.70393,                0.48775,                0.55148,                0.39837,                 1.4528,                 1.4137,                  1.392,             9.4967e-05,             9.4967e-05,             9.4967e-05
                    105,                 1.5076,                 1.8302,                 1.4502,                0.69663,                0.49694,                0.54494,                0.38838,                 1.4865,                 1.4187,                 1.4165,             9.4731e-05,             9.4731e-05,             9.4731e-05
                    106,                 1.5127,                 1.8556,                 1.4381,                0.64856,                0.46949,                0.54703,                0.38618,                 1.4731,                 1.4367,                 1.4009,             9.4496e-05,             9.4496e-05,             9.4496e-05
                    107,                 1.5331,                 1.8292,                 1.4672,                0.69189,                0.50146,                0.55698,                0.39372,                 1.4741,                 1.4163,                 1.4015,              9.426e-05,              9.426e-05,              9.426e-05
                    108,                 1.5326,                 1.8019,                 1.4378,                0.75844,                0.45285,                0.55117,                0.38422,                 1.5045,                 1.4184,                 1.4111,             9.4024e-05,             9.4024e-05,             9.4024e-05
                    109,                 1.4591,                 1.7425,                 1.4327,                0.79436,                0.44767,                0.55732,                0.40108,                 1.4478,                 1.3905,                 1.3884,             9.3789e-05,             9.3789e-05,             9.3789e-05
                    110,                 1.5408,                 1.9093,                 1.4785,                0.71396,                0.48537,                0.55212,                0.39625,                 1.4523,                 1.3833,                 1.3824,             9.3553e-05,             9.3553e-05,             9.3553e-05
                    111,                  1.508,                 1.8321,                 1.4502,                0.72342,                0.49681,                0.56168,                0.40571,                 1.4484,                 1.3794,                 1.3909,             9.3317e-05,             9.3317e-05,             9.3317e-05
                    112,                  1.542,                  1.755,                 1.4624,                0.76268,                0.47539,                0.55976,                0.40546,                 1.4238,                  1.335,                 1.3794,             9.3082e-05,             9.3082e-05,             9.3082e-05
                    113,                 1.4327,                 1.7161,                 1.4001,                0.73171,                0.50593,                0.57739,                0.41141,                 1.4358,                 1.3449,                 1.3881,             9.2846e-05,             9.2846e-05,             9.2846e-05
                    114,                 1.4946,                 1.8376,                 1.4534,                0.80775,                0.46056,                0.57061,                0.40008,                 1.4375,                 1.3605,                 1.3827,             9.2611e-05,             9.2611e-05,             9.2611e-05
                    115,                 1.5179,                 1.7946,                 1.4714,                0.76132,                0.47652,                0.56193,                0.39829,                 1.4342,                 1.3573,                 1.3784,             9.2375e-05,             9.2375e-05,             9.2375e-05
                    116,                 1.4644,                 1.7377,                 1.4167,                0.72364,                0.50775,                0.56716,                0.40087,                 1.4481,                  1.351,                 1.3992,             9.2139e-05,             9.2139e-05,             9.2139e-05
                    117,                 1.5374,                 1.7709,                 1.4488,                0.75474,                0.52195,                0.59287,                0.41736,                 1.4158,                  1.343,                 1.3688,             9.1904e-05,             9.1904e-05,             9.1904e-05
                    118,                 1.4597,                 1.6813,                 1.4245,                0.77971,                0.49998,                0.59493,                0.41509,                  1.414,                 1.3056,                  1.373,             9.1668e-05,             9.1668e-05,             9.1668e-05
                    119,                 1.5351,                 1.7639,                 1.4651,                0.76283,                0.51222,                0.59297,                0.42372,                  1.406,                 1.3069,                 1.3614,             9.1432e-05,             9.1432e-05,             9.1432e-05
                    120,                 1.4713,                 1.7558,                 1.4206,                0.78282,                0.50594,                0.60894,                 0.4215,                 1.4321,                 1.3095,                 1.3731,             9.1197e-05,             9.1197e-05,             9.1197e-05
                    121,                 1.4816,                 1.7068,                 1.4202,                0.68927,                0.53265,                0.60008,                0.41341,                 1.4196,                 1.2966,                 1.3657,             9.0961e-05,             9.0961e-05,             9.0961e-05
                    122,                 1.5484,                 1.7566,                 1.4477,                0.68976,                0.53031,                0.59121,                0.41412,                 1.4207,                 1.3173,                 1.3667,             9.0726e-05,             9.0726e-05,             9.0726e-05
                    123,                 1.5134,                 1.7053,                 1.4357,                0.67251,                0.54844,                0.58548,                0.41849,                 1.4048,                 1.3237,                 1.3608,              9.049e-05,              9.049e-05,              9.049e-05
                    124,                 1.4962,                 1.7091,                 1.4322,                0.76795,                0.48952,                0.58842,                0.42336,                  1.403,                 1.3207,                 1.3607,             9.0254e-05,             9.0254e-05,             9.0254e-05
                    125,                 1.4283,                 1.6554,                 1.3958,                 0.7768,                0.47225,                0.57764,                0.40293,                 1.3911,                 1.3441,                 1.3424,             9.0019e-05,             9.0019e-05,             9.0019e-05
                    126,                 1.5045,                 1.7166,                 1.4118,                0.72243,                0.52614,                 0.5826,                0.40951,                 1.4136,                 1.3149,                 1.3595,             8.9783e-05,             8.9783e-05,             8.9783e-05
                    127,                 1.4826,                 1.7193,                 1.4126,                0.75832,                0.51113,                0.59222,                0.42326,                 1.4033,                  1.292,                 1.3528,             8.9547e-05,             8.9547e-05,             8.9547e-05
                    128,                 1.5328,                 1.8065,                 1.4849,                 0.7003,                0.51738,                0.58296,                0.42191,                 1.4072,                 1.2685,                 1.3522,             8.9312e-05,             8.9312e-05,             8.9312e-05
                    129,                 1.4555,                 1.6776,                 1.4147,                0.72516,                0.53676,                0.59324,                0.42671,                 1.3816,                 1.2682,                 1.3442,             8.9076e-05,             8.9076e-05,             8.9076e-05
                    130,                 1.4693,                 1.6437,                   1.41,                0.69494,                  0.532,                0.60335,                0.44072,                 1.3649,                 1.2508,                 1.3314,             8.8841e-05,             8.8841e-05,             8.8841e-05
                    131,                 1.4502,                  1.727,                 1.4021,                0.76243,                0.50375,                0.59716,                0.43381,                 1.3872,                 1.2566,                 1.3522,             8.8605e-05,             8.8605e-05,             8.8605e-05
                    132,                 1.3878,                 1.6589,                 1.3919,                0.81351,                0.51242,                 0.6187,                0.44254,                 1.3676,                  1.235,                 1.3415,             8.8369e-05,             8.8369e-05,             8.8369e-05
                    133,                 1.4857,                 1.7091,                 1.4399,                0.84287,                0.47357,                0.60257,                0.43949,                 1.3466,                 1.2151,                 1.3259,             8.8134e-05,             8.8134e-05,             8.8134e-05
                    134,                 1.4703,                 1.6759,                 1.4233,                0.71092,                0.56453,                0.60356,                 0.4364,                 1.3695,                 1.2507,                 1.3387,             8.7898e-05,             8.7898e-05,             8.7898e-05
                    135,                 1.4931,                   1.71,                 1.4378,                0.74532,                0.54169,                0.60912,                0.43516,                 1.3602,                 1.2362,                 1.3262,             8.7663e-05,             8.7663e-05,             8.7663e-05
                    136,                 1.4398,                 1.6174,                 1.3927,                0.78023,                0.50898,                0.60947,                0.43647,                 1.3696,                 1.2392,                 1.3445,             8.7427e-05,             8.7427e-05,             8.7427e-05
                    137,                 1.4387,                 1.6184,                 1.3914,                0.76546,                0.51446,                0.62872,                0.43601,                 1.3949,                 1.2448,                 1.3548,             8.7191e-05,             8.7191e-05,             8.7191e-05
                    138,                 1.4011,                 1.5376,                 1.3991,                0.75374,                0.52516,                0.61442,                0.43454,                 1.3952,                 1.2809,                 1.3417,             8.6956e-05,             8.6956e-05,             8.6956e-05
                    139,                  1.442,                 1.6045,                 1.3869,                0.67743,                0.54947,                0.61332,                0.42844,                 1.3659,                 1.2541,                 1.3287,              8.672e-05,              8.672e-05,              8.672e-05
                    140,                 1.4238,                 1.6221,                 1.3779,                0.78957,                0.51086,                0.59451,                 0.4235,                 1.4032,                  1.264,                 1.3555,             8.6484e-05,             8.6484e-05,             8.6484e-05
                    141,                 1.4352,                 1.5828,                 1.3985,                0.78431,                0.51133,                0.61742,                0.44836,                 1.3587,                 1.2245,                 1.3167,             8.6249e-05,             8.6249e-05,             8.6249e-05
                    142,                 1.4022,                 1.6056,                 1.3748,                0.70625,                0.56132,                0.61414,                0.43047,                 1.3892,                 1.2492,                 1.3376,             8.6013e-05,             8.6013e-05,             8.6013e-05
                    143,                 1.4141,                 1.5531,                 1.3612,                0.68969,                0.55201,                 0.6151,                0.45555,                 1.3389,                 1.2114,                 1.3091,             8.5778e-05,             8.5778e-05,             8.5778e-05
                    144,                  1.403,                 1.5907,                 1.3921,                0.70128,                0.56297,                0.63764,                0.46066,                 1.3131,                 1.1774,                 1.2959,             8.5542e-05,             8.5542e-05,             8.5542e-05
                    145,                 1.4086,                 1.5772,                 1.3933,                0.75335,                0.55081,                0.63201,                0.45163,                 1.3205,                 1.1732,                 1.2958,             8.5306e-05,             8.5306e-05,             8.5306e-05
                    146,                 1.3873,                 1.5754,                 1.3717,                0.76898,                0.56258,                0.62686,                0.45319,                 1.3381,                 1.1818,                 1.3084,             8.5071e-05,             8.5071e-05,             8.5071e-05
