                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                0.97177,                 0.8144,                 1.1057,                0.87898,                0.82809,                0.90631,                0.69287,                0.84955,                0.63523,                 1.0095,             9.9444e-05,             9.9444e-05,             9.9444e-05
                     86,                0.94838,                0.78584,                 1.0949,                0.82849,                0.87576,                0.90871,                 0.6953,                0.85131,                0.63683,                 1.0062,             9.9208e-05,             9.9208e-05,             9.9208e-05
                     87,                0.94045,                0.79922,                 1.0977,                0.84068,                0.87174,                0.90927,                0.69763,                0.84698,                0.62132,                 1.0042,             9.8972e-05,             9.8972e-05,             9.8972e-05
                     88,                0.98401,                0.78886,                 1.1184,                0.88604,                0.84866,                0.91033,                0.71335,                0.83641,                 0.6202,                 0.9953,             9.8737e-05,             9.8737e-05,             9.8737e-05
                     89,                0.94137,                0.76378,                 1.0616,                 0.8758,                 0.8425,                0.89671,                0.69982,                0.83674,                0.61831,                0.99746,             9.8501e-05,             9.8501e-05,             9.8501e-05
                     90,                0.99049,                0.81089,                 1.0959,                0.87196,                0.84144,                0.90923,                0.70396,                 0.8381,                0.61921,                0.99983,             9.8265e-05,             9.8265e-05,             9.8265e-05
                     91,                0.96025,                 0.8191,                 1.1067,                0.87928,                0.83069,                0.90775,                0.70323,                0.83999,                0.61769,                 1.0029,              9.803e-05,              9.803e-05,              9.803e-05
                     92,                0.94132,                0.78047,                 1.1117,                0.91032,                0.82887,                0.90467,                0.70752,                0.83235,                0.60305,                0.99567,             9.7794e-05,             9.7794e-05,             9.7794e-05
                     93,                0.93138,                0.77102,                 1.1095,                0.86963,                0.84131,                 0.9079,                0.71207,                0.83584,                0.61055,                0.99857,             9.7559e-05,             9.7559e-05,             9.7559e-05
                     94,                0.91546,                0.75577,                 1.0704,                0.85257,                0.86231,                0.90487,                0.71256,                0.82886,                0.60444,                0.99398,             9.7323e-05,             9.7323e-05,             9.7323e-05
                     95,                  0.898,                0.76477,                 1.1027,                0.84481,                 0.8706,                0.91016,                0.72258,                0.81522,                0.60623,                0.98819,             9.7087e-05,             9.7087e-05,             9.7087e-05
                     96,                0.92542,                 0.7735,                 1.0859,                0.86807,                0.86514,                0.90789,                0.71706,                0.82536,                0.61517,                0.99366,             9.6852e-05,             9.6852e-05,             9.6852e-05
                     97,                0.92176,                0.74216,                 1.0764,                0.86858,                0.85985,                0.91096,                0.72029,                 0.8181,                0.61634,                0.99101,             9.6616e-05,             9.6616e-05,             9.6616e-05
                     98,                0.94563,                0.75316,                 1.0941,                0.87448,                0.85837,                0.91208,                0.71886,                0.81045,                0.60422,                 0.9908,              9.638e-05,              9.638e-05,              9.638e-05
                     99,                0.89805,                0.71941,                 1.0826,                0.86342,                0.85681,                 0.9095,                0.72207,                 0.8076,                 0.5955,                 0.9874,             9.6145e-05,             9.6145e-05,             9.6145e-05
                    100,                 0.9642,                0.79611,                 1.0896,                0.87889,                0.85745,                0.91183,                0.72648,                0.80243,                0.59474,                0.98145,             9.5909e-05,             9.5909e-05,             9.5909e-05
                    101,                0.95695,                0.76661,                 1.0928,                0.85785,                0.87392,                0.91478,                0.72484,                0.81268,                0.59698,                0.99162,             9.5674e-05,             9.5674e-05,             9.5674e-05
                    102,                0.93931,                0.73963,                  1.081,                0.85377,                0.86318,                0.90886,                0.72125,                0.80657,                0.60921,                0.98946,             9.5438e-05,             9.5438e-05,             9.5438e-05
                    103,                0.89482,                 0.7433,                 1.0612,                0.89961,                0.85348,                0.91167,                0.72501,                0.81374,                0.60494,                0.99134,             9.5202e-05,             9.5202e-05,             9.5202e-05
                    104,                0.91351,                0.78332,                 1.0927,                0.88676,                0.85875,                0.91157,                0.72653,                0.80998,                0.60555,                0.98809,             9.4967e-05,             9.4967e-05,             9.4967e-05
                    105,                0.90657,                0.73615,                 1.0706,                0.90676,                0.82991,                0.91215,                 0.7226,                0.80247,                0.59546,                 0.9866,             9.4731e-05,             9.4731e-05,             9.4731e-05
                    106,                 0.8936,                0.73754,                 1.0565,                 0.9192,                0.84405,                0.91587,                0.73077,                0.80472,                0.58816,                0.98589,             9.4496e-05,             9.4496e-05,             9.4496e-05
                    107,                 0.9297,                0.73502,                 1.0671,                0.91675,                0.82196,                 0.9109,                0.72184,                0.80543,                0.58887,                0.98406,              9.426e-05,              9.426e-05,              9.426e-05
                    108,                0.93146,                0.76341,                 1.0786,                0.88935,                0.85718,                0.91216,                 0.7262,                0.80419,                 0.5889,                0.98486,             9.4024e-05,             9.4024e-05,             9.4024e-05
                    109,                0.89403,                0.74879,                  1.082,                0.87698,                0.85799,                0.91339,                0.71831,                0.81586,                0.59038,                0.98531,             9.3789e-05,             9.3789e-05,             9.3789e-05
                    110,                0.96498,                0.76564,                 1.0993,                0.84867,                0.87441,                0.91348,                0.72564,                0.80402,                0.59005,                 0.9855,             9.3553e-05,             9.3553e-05,             9.3553e-05
                    111,                0.91373,                0.74023,                 1.0735,                0.92106,                0.82479,                0.91412,                0.73239,                 0.8019,                0.58797,                0.98247,             9.3317e-05,             9.3317e-05,             9.3317e-05
                    112,                0.92532,                0.74862,                 1.0881,                0.91851,                0.82779,                0.91838,                0.72823,                0.79473,                0.58738,                0.97846,             9.3082e-05,             9.3082e-05,             9.3082e-05
                    113,                 0.8876,                0.71936,                 1.0622,                0.86776,                0.87886,                0.92387,                0.73438,                0.79569,                 0.5892,                0.98163,             9.2846e-05,             9.2846e-05,             9.2846e-05
                    114,                0.91688,                0.75781,                  1.089,                  0.915,                0.84471,                0.92045,                0.73639,                 0.7923,                0.58315,                0.98061,             9.2611e-05,             9.2611e-05,             9.2611e-05
                    115,                0.93558,                0.75487,                 1.0954,                0.91127,                0.87147,                0.92499,                0.73261,                0.79414,                0.57988,                0.98059,             9.2375e-05,             9.2375e-05,             9.2375e-05
                    116,                0.91265,                0.72673,                 1.0733,                0.87974,                0.88011,                   0.92,                0.73831,                0.79079,                0.57952,                0.97808,             9.2139e-05,             9.2139e-05,             9.2139e-05
                    117,                0.90366,                0.73424,                 1.0618,                0.90546,                0.86606,                0.92319,                0.73544,                0.79111,                0.57876,                0.97779,             9.1904e-05,             9.1904e-05,             9.1904e-05
                    118,                0.86819,                0.73038,                 1.0653,                  0.906,                0.86788,                  0.924,                0.73535,                 0.7919,                0.57371,                0.97845,             9.1668e-05,             9.1668e-05,             9.1668e-05
                    119,                0.91863,                0.72255,                 1.0721,                0.92155,                0.84311,                0.92143,                0.73888,                0.78471,                0.57279,                0.97689,             9.1432e-05,             9.1432e-05,             9.1432e-05
                    120,                0.89129,                0.73293,                 1.0713,                0.91218,                0.85645,                0.91934,                0.73917,                0.77627,                0.56663,                0.97286,             9.1197e-05,             9.1197e-05,             9.1197e-05
                    121,                0.88211,                0.71066,                 1.0629,                0.91565,                0.85534,                0.91982,                0.72918,                0.78177,                0.56791,                0.97017,             9.0961e-05,             9.0961e-05,             9.0961e-05
                    122,                0.91934,                0.72437,                 1.0617,                0.90221,                0.86581,                0.91963,                0.74499,                0.78001,                0.57231,                0.97287,             9.0726e-05,             9.0726e-05,             9.0726e-05
                    123,                0.89459,                0.71517,                 1.0589,                0.91529,                0.86502,                0.92491,                0.74324,                0.77465,                0.56885,                0.96663,              9.049e-05,              9.049e-05,              9.049e-05
                    124,                0.92333,                0.73202,                 1.0702,                0.92249,                0.84978,                0.92038,                0.74432,                0.77088,                0.57246,                0.96675,             9.0254e-05,             9.0254e-05,             9.0254e-05
                    125,                0.88351,                0.71255,                 1.0706,                0.87595,                0.88359,                0.92118,                0.74555,                0.77322,                0.56728,                0.96927,             9.0019e-05,             9.0019e-05,             9.0019e-05
                    126,                0.91137,                0.73776,                 1.0703,                0.93105,                0.85546,                0.92537,                0.74953,                0.76996,                0.56644,                0.96999,             8.9783e-05,             8.9783e-05,             8.9783e-05
                    127,                 0.9207,                0.73719,                 1.0717,                0.90861,                  0.859,                0.92304,                0.74898,                0.76606,                0.56387,                0.96701,             8.9547e-05,             8.9547e-05,             8.9547e-05
                    128,                0.90142,                0.74342,                 1.0868,                0.91211,                0.85849,                0.92198,                0.74721,                0.76671,                0.56852,                0.96978,             8.9312e-05,             8.9312e-05,             8.9312e-05
                    129,                0.88105,                0.70531,                 1.0681,                0.90987,                0.85226,                0.92406,                0.74123,                0.75722,                0.56601,                0.96559,             8.9076e-05,             8.9076e-05,             8.9076e-05
                    130,                0.86612,                  0.703,                 1.0538,                0.86541,                0.87907,                0.92366,                0.74682,                0.76137,                0.56844,                0.96289,             8.8841e-05,             8.8841e-05,             8.8841e-05
                    131,                0.87926,                0.73838,                 1.0671,                0.86051,                0.87387,                0.92303,                0.74769,                0.76153,                0.56738,                0.96556,             8.8605e-05,             8.8605e-05,             8.8605e-05
                    132,                0.85906,                0.70058,                 1.0537,                0.91091,                0.84185,                0.92394,                0.74564,                0.76686,                0.56487,                 0.9655,             8.8369e-05,             8.8369e-05,             8.8369e-05
                    133,                 0.8978,                0.74528,                 1.0693,                0.90255,                0.84611,                0.92321,                0.74422,                0.76008,                0.56099,                0.96053,             8.8134e-05,             8.8134e-05,             8.8134e-05
                    134,                0.87558,                0.71692,                 1.0579,                0.90174,                0.84692,                0.92146,                0.74952,                0.74882,                0.55927,                0.95584,             8.7898e-05,             8.7898e-05,             8.7898e-05
                    135,                0.89436,                0.72939,                 1.0719,                0.90741,                 0.8438,                0.92165,                0.74204,                0.75372,                0.56255,                 0.9575,             8.7663e-05,             8.7663e-05,             8.7663e-05
                    136,                0.84605,                0.67885,                  1.032,                0.91785,                0.85253,                0.92319,                0.75058,                0.74555,                0.55767,                0.95536,             8.7427e-05,             8.7427e-05,             8.7427e-05
                    137,                0.88554,                0.70672,                 1.0498,                0.89521,                0.85889,                0.92163,                0.74148,                0.74933,                0.55921,                0.95868,             8.7191e-05,             8.7191e-05,             8.7191e-05
                    138,                0.83792,                0.68783,                 1.0545,                0.92613,                0.83999,                0.92472,                0.74061,                0.74593,                0.55397,                0.95521,             8.6956e-05,             8.6956e-05,             8.6956e-05
                    139,                0.85485,                0.69005,                 1.0485,                0.90431,                0.86604,                0.92485,                0.74849,                0.74453,                0.55248,                0.95579,              8.672e-05,              8.672e-05,              8.672e-05
                    140,                0.84957,                0.70135,                 1.0355,                0.89477,                0.86484,                0.92365,                0.74588,                0.73942,                 0.5516,                0.95291,             8.6484e-05,             8.6484e-05,             8.6484e-05
                    141,                0.85193,                0.67415,                 1.0476,                0.92362,                0.84906,                0.92643,                0.75458,                0.74064,                0.55182,                0.95302,             8.6249e-05,             8.6249e-05,             8.6249e-05
                    142,                0.85468,                0.69964,                 1.0405,                0.92128,                0.85652,                0.92553,                0.75422,                 0.7368,                0.54948,                0.95257,             8.6013e-05,             8.6013e-05,             8.6013e-05
                    143,                0.86099,                0.68094,                 1.0373,                0.92111,                0.84997,                0.92495,                0.75222,                0.73297,                0.54834,                 0.9538,             8.5778e-05,             8.5778e-05,             8.5778e-05
                    144,                0.84725,                0.68466,                 1.0497,                0.92378,                0.85882,                0.92785,                0.75872,                0.73223,                0.54248,                 0.9478,             8.5542e-05,             8.5542e-05,             8.5542e-05
                    145,                0.89455,                0.71211,                  1.073,                0.93076,                0.86249,                0.92776,                 0.7565,                0.72762,                0.53944,                0.94795,             8.5306e-05,             8.5306e-05,             8.5306e-05
                    146,                0.85784,                 0.6968,                  1.052,                0.91661,                0.86782,                0.92702,                0.75441,                 0.7309,                0.54969,                0.94828,             8.5071e-05,             8.5071e-05,             8.5071e-05
                    147,                0.86794,                0.71641,                 1.0627,                0.90458,                0.86798,                0.92978,                0.75687,                0.73327,                0.54751,                 0.9483,             8.4835e-05,             8.4835e-05,             8.4835e-05
                    148,                0.85282,                0.69575,                 1.0473,                0.92839,                0.85593,                0.92952,                0.75982,                  0.728,                0.54087,                0.94616,             8.4599e-05,             8.4599e-05,             8.4599e-05
                    149,                0.92631,                0.70912,                  1.042,                0.93258,                0.85146,                0.92942,                0.75487,                 0.7297,                 0.5422,                 0.9457,             8.4364e-05,             8.4364e-05,             8.4364e-05
                    150,                0.85918,                0.69024,                  1.038,                0.93436,                0.85273,                0.92793,                0.75861,                 0.7244,                0.53858,                0.94407,             8.4128e-05,             8.4128e-05,             8.4128e-05
